1.923,1.641,1.835
1.85,1.629,1.805
1.781,1.691,1.804
1.838,1.568,1.779
1.813,1.666,1.806
1.813,1.629,1.793
1.813,1.629,1.793
1.825,1.617,1.793
1.813,1.519,1.753
1.813,1.519,1.753
1.813,1.519,1.753
1.813,1.495,1.744
1.788,1.641,1.789
1.788,1.629,1.785
1.788,1.593,1.771
1.788,1.58,1.767
1.788,1.568,1.763
1.788,1.568,1.763
1.788,1.568,1.763
1.793,1.544,1.755
1.781,1.691,1.804
1.781,1.691,1.804
1.781,1.691,1.804
1.781,1.691,1.804
1.764,1.666,1.79
1.764,1.666,1.79
1.764,1.641,1.781
1.764,1.593,1.763
1.764,1.593,1.763
1.764,1.593,1.763
1.764,1.593,1.763
1.764,1.605,1.767
1.764,1.568,1.754
1.764,1.568,1.754
1.764,1.544,1.745
1.764,1.544,1.745
1.764,1.544,1.745
1.764,1.544,1.745
1.764,1.544,1.745
1.764,1.544,1.745
1.764,1.544,1.745
1.776,1.556,1.754
1.776,1.556,1.754
1.776,1.556,1.754
1.764,1.519,1.737
1.776,1.519,1.741
1.776,1.519,1.741
1.776,1.519,1.741
1.764,1.519,1.737
1.764,1.519,1.737
1.764,1.519,1.737
1.764,1.495,1.728
1.74,1.691,1.79
1.74,1.641,1.772
1.74,1.617,1.764
1.74,1.617,1.764
1.74,1.617,1.764
1.74,1.617,1.764
1.74,1.617,1.764
1.74,1.617,1.764
1.74,1.617,1.764
1.74,1.617,1.764
1.74,1.605,1.759
1.74,1.605,1.759
1.752,1.605,1.763
1.74,1.593,1.755
1.74,1.568,1.746
1.74,1.568,1.746
1.74,1.568,1.746
1.74,1.568,1.746
1.74,1.568,1.746
1.74,1.568,1.746
1.74,1.568,1.746
1.74,1.568,1.746
1.757,1.58,1.756
1.752,1.58,1.754
1.752,1.58,1.754
1.752,1.58,1.754
1.752,1.58,1.754
1.74,1.58,1.75
1.744,1.544,1.739
1.744,1.544,1.739
1.74,1.556,1.741
1.74,1.556,1.741
1.74,1.556,1.741
1.74,1.544,1.737
1.74,1.544,1.737
1.74,1.544,1.737
1.74,1.544,1.737
1.74,1.544,1.737
1.74,1.544,1.737
1.74,1.519,1.728
1.74,1.519,1.728
1.74,1.519,1.728
1.74,1.519,1.728
1.74,1.519,1.728
1.74,1.531,1.733
1.74,1.531,1.733
1.74,1.531,1.733
1.74,1.531,1.733
1.74,1.519,1.728
1.74,1.519,1.728
1.74,1.495,1.719
1.715,1.691,1.782
1.715,1.691,1.782
1.715,1.691,1.782
1.715,1.691,1.782
1.715,1.691,1.782
1.715,1.641,1.764
1.715,1.641,1.764
1.715,1.641,1.764
1.715,1.641,1.764
1.715,1.629,1.76
1.715,1.629,1.76
1.715,1.629,1.76
1.715,1.629,1.76
1.715,1.629,1.76
1.715,1.629,1.76
1.715,1.629,1.76
1.727,1.593,1.751
1.727,1.593,1.751
1.727,1.593,1.751
1.727,1.593,1.751
1.727,1.593,1.751
1.715,1.593,1.746
1.715,1.593,1.746
1.715,1.593,1.746
1.715,1.593,1.746
1.715,1.593,1.746
1.715,1.593,1.746
1.715,1.593,1.746
1.715,1.593,1.746
1.715,1.593,1.746
1.715,1.593,1.746
1.715,1.593,1.746
1.715,1.593,1.746
1.715,1.593,1.746
1.715,1.593,1.746
1.715,1.593,1.746
1.715,1.585,1.744
1.715,1.585,1.744
1.715,1.585,1.744
1.715,1.585,1.744
1.715,1.568,1.738
1.715,1.568,1.738
1.715,1.573,1.739
